session_id,title,volume_proposed_m,volume_audited_m,difference_m,audit_status,source_sheet,source_row,age_band,periodization_compatibility,profile,session_type,objective,zone_intention_raw,zones,styles,materials,skills,load_pse,block_count,machine_status,app_selectable,selection_features,adaptation_rules,schema_version
RKF-16-17-S17,100→50 Lactate,4800,4800,0,OK — EXATO,Treinos_15_16,98,15–16,ATR / compatível com motor de fase,Geral,Velocidade,100→50 Lactate,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S18,Finish Speed,5000,5000,0,OK — EXATO,Treinos_15_16,99,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Finish Speed,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S19,Kick A3/AN1 → Swim,5200,5200,0,OK — EXATO,Treinos_15_16,100,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Kick A3/AN1 → Swim,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=Medley;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S20,Leg Power + Fins,5000,5000,0,OK — EXATO,Treinos_15_16,101,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Leg Power + Fins,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar|Pé de pato,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S21,Braço forte → nado rápido,5200,5200,0,OK — EXATO,Treinos_15_16,102,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Braço forte → nado rápido,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S22,Leg Resistance Cascade,5000,5000,0,OK — EXATO,Treinos_15_16,103,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Leg Resistance Cascade,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S23,Kick Lactate,4800,4800,0,OK — EXATO,Treinos_15_16,104,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Kick Lactate,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S24,Underwater + AN1,5000,5000,0,OK — EXATO,Treinos_15_16,105,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Underwater + AN1,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Submerso|Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Submerso|Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S25,Paraquedas + palmar → livre,5200,5200,0,OK — EXATO,Treinos_15_16,106,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Paraquedas + palmar → livre,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,Livre/Crawl,Palmar|Paraquedas,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=Livre/Crawl;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S26,Cascata completa RKF,5400,5400,0,OK — EXATO,Treinos_15_16,107,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Cascata completa RKF,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S27,Contrast Mix,5200,5200,0,OK — EXATO,Treinos_15_16,108,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Contrast Mix,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S28,200 Sprinter Development,5600,5600,0,OK — EXATO,Treinos_15_16,109,15–16,ATR / compatível com motor de fase,Geral,Velocidade,200 Sprinter Development,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S29,Three-Speed Performance,5000,5000,0,OK — EXATO,Treinos_15_16,110,15–16,ATR / compatível com motor de fase,Geral,Velocidade,Three-Speed Performance,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-S30,RKF Sprint Development Challenge,5400,5400,0,OK — EXATO,Treinos_15_16,111,15–16,ATR / compatível com motor de fase,Geral,Velocidade,RKF Sprint Development Challenge,"Sprint Development 16–17: força curta, contraste, A3, AN1, velocidade láctica e transferência de materiais",AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,age=15–16;profile=Geral;type=Velocidade;zones=AN1|A3|A2|A1;styles=NA;skills=Perna,"Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-01,A3 específico + troca de estilo,5200,5200,0,OK — EXATO,Treinos_16_17_Estilos,2,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,Livre/Crawl|Costas|Peito|Borboleta|Medley,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=Livre/Crawl|Costas|Peito|Borboleta|Medley;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-02,A3 100 específico,5400,5400,0,OK — EXATO,Treinos_16_17_Estilos,3,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,,Palmar,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-03,75/50/25 A3 → AN1,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,4,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-04,100 de estilo: segunda metade,5200,5200,0,OK — EXATO,Treinos_16_17_Estilos,5,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,Livre/Crawl,,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=Livre/Crawl;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-05,AN1 50 Repeatability,4800,4800,0,OK — EXATO,Treinos_16_17_Estilos,6,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,Costas|Peito|Borboleta,,Braçadas|Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=Costas|Peito|Borboleta;skills=Braçadas|Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-06,75 AN1 de estilo,4950,4950,0,OK — EXATO,Treinos_16_17_Estilos,7,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-07,AN1 estilo → livre → estilo,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,8,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,Livre/Crawl,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=Livre/Crawl;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-08,Broken 100 estilo,4800,4800,0,OK — EXATO,Treinos_16_17_Estilos,9,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-09,AN2 25,4400,4400,0,OK — EXATO,Treinos_16_17_Estilos,10,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-10,AN2 50 específico,4500,4500,0,OK — EXATO,Treinos_16_17_Estilos,11,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-11,50 + 25 AN2,4600,4600,0,OK — EXATO,Treinos_16_17_Estilos,12,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-12,25/25/25/25 Broken AN2,4600,4600,0,OK — EXATO,Treinos_16_17_Estilos,13,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-13,Kick AN1 → Swim AN1,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,14,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,Medley,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=Medley;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-14,Perna de especialidade,5200,5200,0,OK — EXATO,Treinos_16_17_Estilos,15,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,Livre/Crawl|Costas|Peito|Borboleta,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=Livre/Crawl|Costas|Peito|Borboleta;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-15,Kick AN2 → nado,4600,4600,0,OK — EXATO,Treinos_16_17_Estilos,16,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-16,Paraquedas → estilo limpo,4800,4800,0,OK — EXATO,Treinos_16_17_Estilos,17,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,Palmar pequeno|Paraquedas,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-17,Palmar → estilo,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,18,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,,Palmar,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-18,Fins → Clean Stroke,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,19,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,Costas|Borboleta,Pé de pato,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=Costas|Borboleta;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-19,Cascata completa,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,20,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,Palmar|Pé de pato|Paraquedas,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-20,Contrast Mix 3 estilos,5200,5200,0,OK — EXATO,Treinos_16_17_Estilos,21,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,Costas|Peito|Borboleta,,Perna,,9,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=Costas|Peito|Borboleta;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-21,Fly/Back Speed Switch,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,22,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,Costas|Borboleta,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=Costas|Borboleta;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-22,Breaststroke Power,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,23,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,Peito,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=Peito;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-23,Butterfly Power,4800,4800,0,OK — EXATO,Treinos_16_17_Estilos,24,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A2|A1,Livre/Crawl|Borboleta,,Submerso|Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A2|A1;styles=Livre/Crawl|Borboleta;skills=Submerso|Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-24,Backstroke Speed,5000,5000,0,OK — EXATO,Treinos_16_17_Estilos,25,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,Costas,,Submerso|Breakout|Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=Costas;skills=Submerso|Breakout|Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
RKF-16-17-EST-25,First 25 / Last 25,4800,4800,0,OK — EXATO,Treinos_16_17_Estilos,26,16–17,ATR / compatível com motor de fase,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",Anaeróbio,"50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência",,AN2|AN1|A3|A1,,,Perna,,8,READY_WHOLE|BLOCKS_EXACT,YES,"age=16–17;profile=50/100 estilos: A3, AN1, AN2, tolerância ao lactato, perna, contraste e transferência;type=Anaeróbio;zones=AN2|AN1|A3|A1;styles=NA;skills=Perna","Sessão e blocos normalizados: pode usar integralmente ou recombinar blocos preservando objetivo, zona dominante, perfil, fase e regras RKF.",RKF_V5.0
